,target,text
5294,spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
2221,ham,I notice you like looking in the shit mirror youre turning into a right freak
3015,ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
772,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
1695,ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
5287,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
1219,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
4955,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
5015,ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? 
1556,ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
4577,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
1539,ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
5038,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
3782,ham,Can you do online transaction?
5348,ham,Do I? I thought I put it back in the box
2035,ham,Simply sitting and watching match in office..
2476,ham,i dnt wnt to tlk wid u
4413,ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
2632,ham,I WILL CAL YOU SIR. In meeting
227,ham,Hey company elama po mudyadhu.
5021,ham,Yes its possible but dint try. Pls dont tell to any one k
2271,ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
3249,ham,"Babe, I need your advice"
4557,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
5066,spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
2377,spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
4522,ham,Actually I decided I was too hungry so I haven't left yet :V
883,ham,Dude we should go sup again
1000,ham,No..but heard abt tat..
1208,ham,Also maaaan are you missing out
1665,ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
1093,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
4352,ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
4834,ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
435,ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
2948,ham,at bruce b downs &amp; fletcher now
5263,ham,Pls speak with me. I wont ask anything other then you friendship.
4073,ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
2426,spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
2333,ham,What happen to her tell the truth
1757,ham,"Miss ya, need ya, want ya, love ya."
4807,ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
1718,ham,"As in missionary hook up, doggy hook up, standing...|"
3693,ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
578,spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321."
1687,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
1633,ham,Yesterday its with me only . Now am going home.
5065,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
1410,ham,Pls speak to that customer machan.
2062,ham,Is there any training tomorrow?
1083,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
4247,spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
2108,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
1168,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
1540,ham,K come to nordstrom when you're done
4821,spam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
4519,ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
2431,ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
69,ham,I plane to give on this month end.
1925,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
1029,ham,"Its good, we'll find a way"
2559,ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
923,ham,She went to attend another two rounds today..but still did't reach home..
2663,spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
4479,ham,"Y cant u try new invention to fly..i'm not joking.,"
2745,ham,R Ì_ going 4 today's meeting?
3145,ham,\SHIT BABE.. THASA BIT MESSED UP.YEH
3489,ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
1922,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
2925,ham,Im done. Just studyn in library
1411,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
219,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
156,ham,I'm leaving my house now...
4426,ham,So what did the bank say about the money?
1323,ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
2608,ham,Hello madam how are you ?
3808,ham,At the funeral home with Audrey and dad
1949,ham,Wait 2 min..stand at bus stop
4920,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
1489,ham,Ok i juz receive..
4804,ham,Sorry for the delay. Yes masters
745,ham,Dunno he jus say go lido. Same time 930.
2033,ham,IM GONNA MISS U SO MUCH
406,ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
246,ham,I asked you to call him now ok
2755,ham,We r outside already.
3166,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
1976,ham,Lol alright i was thinkin that too haha
1782,ham,My uncles in Atlanta. Wish you guys a great semester.
1814,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
3156,ham,Havent shopping now lor i juz arrive only
2952,spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
629,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
349,ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
4609,ham,Just glad to be talking to you.
4493,ham,Man this bus is so so so slow. I think you're gonna get there before me
5259,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
3259,ham,I'm always looking for an excuse to be in the city.
3366,ham,Hey what are you doing. Y no reply pa..
1256,ham,"Not yet chikku..going to room nw, i'm in bus.."
5479,ham,Really do hope the work doesnt get stressful. Have a gr8 day.
3318,ham,Kay... Since we are out already 
4359,ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
4043,ham,"Yes, my reg is  Ciao!"
701,ham,"Sorry, I'll call later"
1647,ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
5063,ham,I dunno lei... Like dun haf...
829,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
5064,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
2381,ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
1114,ham,No no:)this is kallis home ground.amla home town is durban:)
4556,ham,I am in hospital da. . I will return home in evening
4627,spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
975,ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
5215,ham,I keep ten rs in my shelf:) buy two egg.
1780,spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
2939,spam,You have 1 new message. Please call 08712400200.
361,ham,Oh ok no prob..
2400,ham,Hi! This is Roger from CL. How are you?
1901,ham,"Sorry, I'll call later"
4865,ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
3733,ham,"4 tacos + 1 rajas burrito, right?"
4573,ham,:( but your not here....
1158,ham,Hey! There's veggie pizza... :/
1409,ham,Where at were hungry too
1412,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
1720,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
339,ham,U calling me right? Call my hand phone...
5541,ham,Yeah it's jus rite...
5004,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
2009,ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
3009,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
2227,ham,Oh k.k..where did you take test?
114,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
740,ham,Yes i will be there. Glad you made it.
710,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
2402,ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
3571,ham,"Yup, leaving right now, be back soon"
2763,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2934,ham,"Yeah, we got one lined up for us"
2438,ham,I not busy juz dun wan 2 go so early.. Hee.. 
4483,ham,Shopping? Eh ger i toking abt syd leh...Haha
4038,ham,I cant pick the phone right now. Pls send a message
1154,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
1768,ham,How. Its a little difficult but its a simple way to enter this place
5300,ham,I can't make it tonight
2326,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
3026,ham,You still at the game?
2515,ham,Bognor it is! Should be splendid at this time of year.
422,ham,Siva is in hostel aha:-.
1812,ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
3725,ham,No chikku nt yet.. Ya i'm free
2449,ham,Then she dun believe wat?
2300,ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?
3856,ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
1287,ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
5322,ham,"Thanks, I'll keep that in mind"
1164,ham,Well. Im computerless. Time to make some oreo truffles
4608,ham,Y de asking like this.
4897,ham,Oh for fuck's sake she's in like tallahassee
4072,ham,Was the actual exam harder than NBME
3948,ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
3140,ham,Customer place i will call you
2321,ham,Ok...
3531,ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
1936,ham,My planning usually stops at \find hella weed
865,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins
1466,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
2090,ham,S:-)kallis wont play in first two odi:-)
2458,ham,"Cool, I'll text you when I'm on the way"
3112,ham,"Wat time liao, where still got."
4123,ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
2913,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
5146,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
1174,ham,Yay! You better not have told that to 5 other girls either.
3427,ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
1435,ham,Dad went out oredi... 
902,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
1455,spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
5458,ham,"Sorry, I'll call later"
5017,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
354,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
4486,ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
915,ham,I could ask carlos if we could get more if anybody else can chip in
3994,ham,R u in this continent?
4082,ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
515,ham,S:)no competition for him.
5190,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
3560,spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
2964,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
4643,ham,Did u got that persons story
4398,ham,Yes just finished watching days of our lives. I love it.
699,ham,K..u also dont msg or reply to his msg..
2297,ham,Draw va?i dont think so:)
2043,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
2655,ham,Great! I have to run now so ttyl!
1374,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
4339,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
2607,ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
3189,ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
4321,ham,Sorry . I will be able to get to you. See you in the morning.
1011,ham,"I just got home babe, are you still awake ?"
5487,spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
3386,ham,So u workin overtime nigpun?
1300,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
4342,ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
2721,ham,I'm working technical support :)voice process.
4437,ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
4855,ham,yes baby! I need to stretch open your pussy!
4612,ham,How much you got for cleaning
4431,ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
2656,ham,Feel like trying kadeem again? :V
2159,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
1571,ham,Near kalainar tv office.thenampet
3197,ham,7 lor... Change 2 suntec... Wat time u coming?
4673,ham,I'm leaving my house now.
148,ham,K..i deleted my contact that why?
4906,ham,Then anything special?
4332,ham,Y bishan lei... I tot Ì_ say lavender? 
4774,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
5180,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
530,spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
986,ham,I'm in office now . I will call you  &lt;#&gt;  min:)
4690,ham,Surly ill give it to you:-) while coming to review.
4756,ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
4782,ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
3857,ham,R u still working now?
3544,ham,Thank You meet you monday
4969,ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
5270,ham,Did u fix the teeth?if not do it asap.ok take care.
1941,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
3202,ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
3523,ham,Yeah that'd pretty much be the best case scenario
1292,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
2753,ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
358,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
3364,ham,"Sorry, I'll call later"
2340,ham,I will take care of financial problem.i will help:)
3927,ham,Babe ? I lost you ... Will you try rebooting ?
33,ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
329,ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
4195,ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
5481,ham,Shall call now dear having food
4464,ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
1731,ham,Lol. Well quality aint bad at all so i aint complaining
2783,ham,"Just arrived, see you in a couple days &lt;3"
1536,ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
1887,spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
4336,ham,on a Tuesday night r u 4 real
1386,ham,All e best 4 ur exam later.
4304,ham,Yo come over carlos will be here soon
4878,ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
2156,ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
3672,ham,Moji just informed me that you saved our lives. Thanks.
5497,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
686,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
1261,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
4472,ham,S but not able to sleep.
3300,spam,RCT' THNQ Adrian for U text. Rgds Vatian
4238,ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
3487,ham,Still i have not checked it da. . .
1405,ham,K..k..any special today?
692,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
2795,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
2996,ham,Don know..he is watching film in computer..
3853,ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
4721,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
4373,ham,K and you're sure I don't have to have consent forms to do it :V
4682,ham,Ok u can take me shopping when u get paid =D
4313,ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
4211,spam,Missed call alert. These numbers called but left no message. 07008009200
4354,ham,"Sorry, I can't help you on this."
3883,spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
5365,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
1763,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
3042,ham,Your bill at 3 is å£33.65 so thats not bad!
3844,ham,Mmmm.... I cant wait to lick it!
1987,ham,No calls..messages..missed calls
673,ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
396,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
752,ham,Dont gimme that lip caveboy
5378,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
3855,ham,I'm ok. Will do my part tomorrow
3137,ham,Wat r u doing now?
3522,ham,Try neva mate!!
4363,ham,So what about you. What do you remember
3616,ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
4853,ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
128,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
802,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
387,ham,Mm that time you dont like fun
4156,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
1006,spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
807,ham,Boooo you always work. Just quit.
652,ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
1670,ham,Lmao!nice 1
2045,ham,Okay... I booked all already... Including the one at bugis.
1893,ham,Good Morning plz call me sir
4138,ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
1152,ham,Ok i go change also...
3453,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
2839,ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
5143,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
2334,ham,Do you like Italian food?
5109,ham,Oh you got many responsibilities.
2315,ham,That's significant but dont worry.
5156,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
951,ham,Shb b ok lor... Thanx...
2413,ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
2249,spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
4933,ham,Hey do you want anything to buy:)
126,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
1421,ham,Do you work all this week ?
967,ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
3337,ham,"K, if u bored up just come to my home.."
5238,ham,Yeah I can still give you a ride
2589,spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
2058,ham,Ugh fuck it I'm resubbing to eve
4552,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
1603,ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
665,ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
4618,ham,"Sorry, I'll call later In meeting."
3748,spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
1357,ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
1438,ham,"Arms fine, how's Cardiff and uni? "
3651,ham,"Probably not, still going over some stuff here"
2257,ham,Here got lots of hair dresser fr china.
2570,ham,From 5 to 2 only my work timing.
5099,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
5484,ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
4777,ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
4595,ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
202,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
2829,ham,Howz that persons story
2048,ham,So dont use hook up any how
3551,ham,Lol u still feeling sick?
4709,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
2611,spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week
1866,ham,Or Ì_ go buy wif him then i meet Ì_ later can?
4380,ham,Mathews or tait or edwards or anderson
5055,ham,Goodnight da thangam I really miss u dear.
758,ham,U should have made an appointment
14,ham,I HAVE A DATE ON SUNDAY WITH WILL!!
4121,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
813,ham,I borrow ur bag ok.
3897,ham,Otherwise had part time job na-tuition..
3849,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
2242,ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
